depth,sender,receiver,amount,symbol,sender_type,sender_annotation,receiver_type,receiver_annotation,token,token_type,token_id
3,0x15e5e9740a7d69d9e332ff5d6987ba89a3d2485c,0xb468e6d6b686b4fd4d0fb53d71b15bd7cc395fd5,9.380054350000002,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x443ebb9d50570601c83b2daacfd2587241a6edfd,0x4d50b685281e988e01597ed9b84cee0ee6373b98,9.364443995,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x83ecebf7e7a4f1179bf8c8e91d72aa8cdfc28e89,0xed23c5e25e4123cc3bde8196c2e042223c6c69ea,9.32446354000003,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x60831f97613588726cbeffdfa765e510d1921b58,0xb4ac77bf1713c583be5c9c0f9fe17821a5c85a4d,9.314005009999999,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0xd6ee8b843ae2ad1306f0cbc3335a41c9241587cb,0x33b52b833e5febecbf557a70120b8c3e79c9f730,9.298519999999902,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x65c49a7f92866fe4d9becae8afaa7895364d2aa1,0x4843fd8d1632fd266986f22e11c4723382583736,9.171003149999963,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0xdb1380d274fea129f0409e3241ef0ad5c65bf89d,0x91c62d0a5cb7f2bf08dafdc4fdad9a4e2c5f1d5f,8.650752,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x3a07720fd6caea853439ec9eef1531851e7a5af2,0x2b85b6e5a99f4cfa939f717401d74f5b8d3ae432,8.47858863,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0xb2c441cae32710b1609ee306fa7c8f531094f004,0xa94353ade0c03cd20e172540d05b733c34564cb2,8.4785864,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x529ca0762a59b2f0dee03040a93673aab0245106,0x4d32ab00fb6d4cde722af32e031c4ef6eede14d5,8.390380000000082,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x2c9615890fab61bc894f84466ef110dc1197627b,0xa530d4da9e5eaec72a5eb27e62d75ede67a3f663,8.38598,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x2de0c3e9b4821b91637b0e5dc917324542e04dff,0x2b85b6e5a99f4cfa939f717401d74f5b8d3ae432,8.36254511,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0xd4a7af9a99bf47a11b6d2fcb40416abc38d75d29,0xa65c2320f58f849636ad95b3979a343f1ff31afe,8.272,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x7ae253dddca2f7087372651daef6087569186341,0x6d05025790254a1871baa92ddc99d4d451279953,8.22675588,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0xf05b580fd0126fcd339040b6d3d6fa9fb777bab0,0x1c8afc86594bb864b627d7dfc870ffd6408dec47,8.216823900000067,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x529ca0762a59b2f0dee03040a93673aab0245106,0x7b39b5495e77a800cb46eb37fa7ece700dd4eba2,8.0,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x22d385b3ff9262c571a4831b7dbec648813671c7,0x4c8aad5a4236d725c621d6a36eb9ce1bfcbe3882,8.0,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x0af3a0f5002ea796876b72e22733d33207efb73c,0x109991c9833cfe71c097fea1777cc071cacd68ff,8.0,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x8e2d70cf67252de29f1b2400443d0bbaac028ea1,0x9694aa4f8f91e6c05b0dfa71660bbe05410be807,7.987164109999997,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x87243072d36514f7580543496d4a59d74bb29534,0x9c955d37a47fba5d56a6ec332d279cb2e4502094,7.93296,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0xb2c441cae32710b1609ee306fa7c8f531094f004,0xdad57f9650a83c4981a70b83ff9e95781f2ff5f2,7.879049,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0xf3b5b9662cdd6bd9eaaae8f7b9121886de8ace51,0x22aaaf45f458985565aee4963687e1d9a14ee6f5,7.828154089999992,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0xa212dd21ad53e7dc066162c792c9c452ea9c868d,0xfd6f8f7cb6ba889b7325aa66345cbe729eeae83f,7.820161729999897,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x3a07720fd6caea853439ec9eef1531851e7a5af2,0xc85632019ca19bcd8a324509807885526c959827,7.772719,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0xb2c441cae32710b1609ee306fa7c8f531094f004,0x4b668b801839d02c6ee16bb29d900832c4854200,7.74588595,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0xb03062532bb2797452dc9b27e1a393eca27e1810,0x844b80c2a5c5eece1a3c17545d84654da88c7559,7.646522019999998,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0xec76e3b7f110f3fb07095c859a39977b11667007,0x4efbf30a78e09aaa0cc66b604f3f02f9dda3489a,7.615624939999848,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0xbe5e3e6f765a710ae14ff9094304efb540212857,0xe94b04a0fed112f3664e45adb2b8915693dd5ff3,7.564947960000021,ETH,Wallet,"",Smart Contract,"ReplaySafeSplit, Exchange, Bittrex_2, Exchange Wallet, Bittrex 2, Bittrex",0x0000000000000000000000000000000000000000,"",0
3,0x9a53c510ccb3c917d1a83f5db97603a39cef821c,0x79a6ec5a951a10cb31bf0110acf8bd01a24a13a3,7.5188494,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x63df765c1115f77ba49bff8b4e59d364f7c1d1a0,0xdfa5aebc84d10d209b7d5c89726503da6f48478e,7.3,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x3a07720fd6caea853439ec9eef1531851e7a5af2,0x8684d07e2a3752502993f92a4184d251650b69ab,7.29991477,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x9f84d525e3eec686ebc30f87cfe176c719dc4c14,0x7071f121c038a98f8a7d485648a27fcd48891ba8,7.288775040000012,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x9a53c510ccb3c917d1a83f5db97603a39cef821c,0xf618b311913cdffab3e3defe4a6e96e02ae8f849,7.22892754,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x1bb03aff42f407b5582113be6ce91898d45ea186,0xcdf9679b704efe3157c26c58dba372f87a96da65,7.1393476200001045,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x493f079c7e37c0f468fcbfe68dec2dc041c38496,0x63326ae18e8fea7c4099f673edf83a2c730702ce,7.0,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x16279634e0b80347b4789a81d66e7492753f2d8e,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,6.919087379999995,ETH,Smart Contract,UserWallet,Wallet,"Exchange, Bittrex_1, Exchange Wallet, Bittrex 1, Bittrex",0x0000000000000000000000000000000000000000,"",0
3,0x40e06329db7b272be5f31f302d3d065563561d5f,0x413bc6ad8c2084744aeb1b009e2e3252b2e1d835,6.821689999999959,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x1cced9355ed56cc8e51e49ee9265b973f04ab049,0x7f9048e397117a40f9d8c6dccd2a75ab51b6aa66,6.821689999999959,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x529ca0762a59b2f0dee03040a93673aab0245106,0xf791fd7d31c293f875486ab7a01b8642a1486040,6.75716759,ETH,Wallet,"",Smart Contract,UserWallet,0x0000000000000000000000000000000000000000,"",0
3,0x83820edfb0a07e4e2e3c6c8882f32ad0c0e8dcba,0x457b7c8dda89c26be5e029973ede1974dd3faaec,6.742279,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x51f6ee1042ffd4db7faa710b0bc71f9472ae0822,0x91c62d0a5cb7f2bf08dafdc4fdad9a4e2c5f1d5f,6.737480300000002,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0xf3b5b9662cdd6bd9eaaae8f7b9121886de8ace51,0x7a89bafe7273b144258159800d688147ba3c335d,6.648053499999994,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x34ffd4e51407d179a028a4cf10170ab45eb09aea,0x7ed1e469fcb3ee19c0366d829e291451be638e59,6.583934253879961,ETH,Wallet,"",Wallet,"Freewallet, Wallet App",0x0000000000000000000000000000000000000000,"",0
3,0xab35b89762c3c8682e5104635627bd501ec31c07,0x06d7e0eea9477a8378143db10af7f0b9da028a08,6.535715190000011,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0xd51338877a3dedf72a2429253d2dbfef22fec481,0xb4b8fe29b32726d7affb654228460c11736d5100,6.5,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x9547171d9cb480a8bdc44e6c777e7879545c9904,0x3df343a217eeab2f7278443d10ad76bdcb9f1183,6.5,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x443ebb9d50570601c83b2daacfd2587241a6edfd,0x0339353ac84f488893f748adf3e997041af1171c,6.49741840499976,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0xe20c4be86aba1a3598147ae650ccb810aa01badf,0xdcb00d4cf10e286ee48ef287bdc2cc86924197d8,6.457244560000057,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0xfb2b9996339d473246a6fd5111bbd29dd10b2805,0xf4a9c5a5e4c174c0ff1e51713912425f3d42290d,6.43952943648,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0xfb2b9996339d473246a6fd5111bbd29dd10b2805,0x27dcc1c90b65a16750fa1947e4afe41e692fc41c,6.378406463520002,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0xb03062532bb2797452dc9b27e1a393eca27e1810,0xef1af1e7fb5b58e0cdae94d1516230cbaa308ca0,6.209422220000002,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x4a6527bdc803c41d9bbffbbc4b713ac698c5c791,0xa94353ade0c03cd20e172540d05b733c34564cb2,6.1625096,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x944b91b1794d17db4abdae01e11eaf7d0409e9b5,0x7269595b7407068655d4b7ed7ac1e82143fb7621,6.0733,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x4d7beb3cfe5a7cb5aa062a190f6a2df2f62534c5,0xcd7e484d3bbf5a69e5aabdb9fd4fc15d78fb67f6,6.0,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0xeb43c82e408751cdb80a55c5a9d78b3061fa042b,0x1d0a26460f56ac23a878924a6225d01d9a2502a4,6.0,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0xb03062532bb2797452dc9b27e1a393eca27e1810,0xf072d9edb142cc2e04d009987fe219084518e24a,6.0,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0xa212dd21ad53e7dc066162c792c9c452ea9c868d,0x76e5812f11a08dfc522a652d080d4013fbe4513d,6.0,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x7a5ad56559ccdb3f57e1a9bd3be011b8a768db13,0x76e5812f11a08dfc522a652d080d4013fbe4513d,6.0,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0xab35b89762c3c8682e5104635627bd501ec31c07,0x81229a3ad549b3b570157c4a1fb544fdc9cf69c3,5.920454119999969,ETH,Wallet,"",Smart Contract,"",0x0000000000000000000000000000000000000000,"",0
3,0x5b5df895d72bd3fc5a811a6d5307e18467b075e5,0x9a2ff1f76f761ef63f2fa0e656e8212c66eefe07,5.905159448999999,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0xb6ef64054c9ff48aba98e3477e1b0e9b106312f3,0x0122f523d29a410a5a3c5c6210d2c86e78b1ff95,5.86922064,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0xbaf7fc9cf250427eb2a1ecc815b04d149d295b76,0xed309cb0d3aa64e9d403e1d28f07b122cfcc3f4e,5.86742316999997,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x8861de275184eb85008e0ee9504497bef2091694,0x0a6bffdbb5516bb43df965db6c6c81ec95448473,5.74304061,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0xb0460eef1de852f6efabd130a36e869d1ff48f73,0x0ccf6f7596f64273e8f2474398cb50c865437666,5.7097,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0xd21169cbd7a3f79d76d4a95831023d1238fac86d,0x9198d6cabf5a28014b56bbe8daccb20ab021f6a9,5.7097,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x06f1a8f62db2699b37653d0e8ba8d8dc30054e91,0xdf790e480a61dd5c5dd99e26c7e5649413727c28,5.7097,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x98077e71c61684f5e58ed8646b571a6aa846a9bb,0xaf87b4e3265d169284153083b1c4149195c0e44c,5.707440619999971,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x8003438bbc0330872a32b15af55db3affb166e70,0xfdd252da5825bc5bfc07710bac71e1be6890bca3,5.707440619999965,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0xaf74a93762181dbdbf5554606ea4e432a62c60dd,0x8856e4c3c52d26be6e6e38159b193bcd39da7ff1,5.707440619999932,ETH,Wallet,"",Smart Contract,"",0x0000000000000000000000000000000000000000,"",0
3,0x18d6227d565fe107a698812a80299dbdb6e9be24,0xe94b04a0fed112f3664e45adb2b8915693dd5ff3,5.683378239999996,ETH,Wallet,"",Smart Contract,"ReplaySafeSplit, Exchange, Bittrex_2, Exchange Wallet, Bittrex 2, Bittrex",0x0000000000000000000000000000000000000000,"",0
3,0x7c342104ffad550409f2c71686cd6b23f5d28a50,0xe94b04a0fed112f3664e45adb2b8915693dd5ff3,5.671106050000066,ETH,Wallet,"",Smart Contract,"ReplaySafeSplit, Exchange, Bittrex_2, Exchange Wallet, Bittrex 2, Bittrex",0x0000000000000000000000000000000000000000,"",0
3,0xc3795c09ddc16753cac1fcfaf2b38056c91f6f0a,0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,5.65519136,ETH,Smart Contract,"",Smart Contract,"Poloniex 2, Exchange, Poloniex_3, Poloniex_2, Poloniex, Exchange Wallet",0x0000000000000000000000000000000000000000,"",0
3,0x68b2129ae771964e911299a75407985b64b13568,0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,5.655011379999969,ETH,Smart Contract,"",Smart Contract,"Poloniex 2, Exchange, Poloniex_3, Poloniex_2, Poloniex, Exchange Wallet",0x0000000000000000000000000000000000000000,"",0
3,0x4a6527bdc803c41d9bbffbbc4b713ac698c5c791,0xdad57f9650a83c4981a70b83ff9e95781f2ff5f2,5.652989,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x87243072d36514f7580543496d4a59d74bb29534,0x2b85b6e5a99f4cfa939f717401d74f5b8d3ae432,5.65217704,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x2c9615890fab61bc894f84466ef110dc1197627b,0x0b0b879c0de6c5446edafff55e233c84b56f8ecf,5.65205604,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x37fbd70fedb229c409c9dc1ecc28a7d42e4536fb,0x7ed1e469fcb3ee19c0366d829e291451be638e59,5.610837519999958,ETH,Wallet,"",Wallet,"Freewallet, Wallet App",0x0000000000000000000000000000000000000000,"",0
3,0x71fb56a94dc4cce020108ac4c3c51707d944cb11,0x8d76c7d2ef6582717119ee567f284f9e8292748d,5.6106309,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x3a07720fd6caea853439ec9eef1531851e7a5af2,0x400b3678ed4469a33a08b26851eb0aef788da8db,5.60108659,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0xb2c441cae32710b1609ee306fa7c8f531094f004,0xdb29b92ee26541c079d686036e77116a3aeb00ee,5.60098486,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0xbb4c660ee476dc44455a212ebb8cd8a4cc6bab9d,0xed53c7ff668a643c463366a842c38f4b910a2447,5.595734820000059,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x7b45bc9468b3a20838c474da3bbce90aac3d85f4,0xde62b07d206ba368c182583352e6006afca19c59,5.53527344,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x8861de275184eb85008e0ee9504497bef2091694,0xfd6f8f7cb6ba889b7325aa66345cbe729eeae83f,5.519022899999985,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x944b91b1794d17db4abdae01e11eaf7d0409e9b5,0xfd43935439a90195ce15a75316b26f97f14e09cc,5.5,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x8c52ee5bd5a64f7e851ae3a0fbf54fcaa6140e2d,0x05a62e6c8c2584e0a7a5da86ee311f14e4362ab5,5.488499279999969,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x3a8ebc36f6f44de99c3b1a42b46d43cecf6e35f2,0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,5.488499279999932,ETH,Smart Contract,"",Smart Contract,"Poloniex 2, Exchange, Poloniex_3, Poloniex_2, Poloniex, Exchange Wallet",0x0000000000000000000000000000000000000000,"",0
3,0xda4435d8b6bd175265b680190be37f2ceae3b8d1,0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,5.467319339999983,ETH,Smart Contract,"",Smart Contract,"Poloniex 2, Exchange, Poloniex_3, Poloniex_2, Poloniex, Exchange Wallet",0x0000000000000000000000000000000000000000,"",0
3,0x4a6527bdc803c41d9bbffbbc4b713ac698c5c791,0x4b668b801839d02c6ee16bb29d900832c4854200,5.4618743,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x693071212b16d13c6719dab21b47c235d6c5e6bb,0xdf61906ec9a60ea9d1d750895075a52a38feeaff,5.45074464,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x4f53e5284a2662aa71d6067bc1d431cc6aa41e97,0x4ccc8a0d8e9bbea3ef73ddbfc29f12b2f8c02f1b,5.3728,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x65cad6cf879bb7449bfdd5c5f92f4a2aa92de849,0xc8c88207f58dadc6c40c7f7ff00eae910854a6f0,5.3642534900000145,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x1cced9355ed56cc8e51e49ee9265b973f04ab049,0xb98d199bd07f8d3245cff914a6061a04c670d678,5.319056250000015,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x1cced9355ed56cc8e51e49ee9265b973f04ab049,0x6448a86156b1a812b274bc2340872741265f09cf,5.298279849999999,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x1102653fd9f1c82adefe46fd2db38b0b470467ee,0x7269595b7407068655d4b7ed7ac1e82143fb7621,5.295011769999958,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0xb2c441cae32710b1609ee306fa7c8f531094f004,0x0d2e482e2a1a1aec683bdbcab927efc35a69e746,5.27180029,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x3a07720fd6caea853439ec9eef1531851e7a5af2,0xdc55bc2d3eb038d58216e1dadc6b5c227ce883fd,5.27176712,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x7652bbf99e472a5b0f22c0dc61ac785999db2854,0x60dd8cbf465815e58ec99dc1a72a8c99378a38d1,5.252612709999988,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x14655b4987c1930791789d4c7680eb905fb244a9,0x0c9deda94037a24d7c2083bf49d8ead5ce3c0f7c,5.241045940000168,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x8861de275184eb85008e0ee9504497bef2091694,0x3781c6775b988bf47ca95f3042823a18cf83aae0,5.22440655,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x87243072d36514f7580543496d4a59d74bb29534,0xc85632019ca19bcd8a324509807885526c959827,5.199389,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x3a07720fd6caea853439ec9eef1531851e7a5af2,0x938896cab9be4900429b3a248f25809898f65301,5.18031465,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0xb2c441cae32710b1609ee306fa7c8f531094f004,0x2a8f4825b81a8bd8d52de8a3191f2dfeba99c630,5.18030582,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x2d8424bf6b14d72c6815444a194c4a91c3b1d933,0x38cb806a0bdb8fa14a326a50e073d65a04d635e2,5.176813809999962,ETH,Wallet,"",Smart Contract,"",0x0000000000000000000000000000000000000000,"",0
3,0x3a07720fd6caea853439ec9eef1531851e7a5af2,0x5a86acdbd7c436c89591e6be005ba2c09953146b,5.15227462,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0xb2c441cae32710b1609ee306fa7c8f531094f004,0x76885811868fe2b3a6ab78176d2bb7b5b6df7a82,5.15227239,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x0af3a0f5002ea796876b72e22733d33207efb73c,0x0a77092eaef0e0e6b59602c940dd0966f36749a5,5.1,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0xbaf7fc9cf250427eb2a1ecc815b04d149d295b76,0xb1817f19d00c75a1a79ef9ae989372acd4e63b95,5.1,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x71c391b4244bb98aff86a2ac29f94e6e1ce6de7c,0xb4be23b492938cc99672ae8163d0cc6624adc490,5.094552699999993,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x2c9615890fab61bc894f84466ef110dc1197627b,0x54c51b57bf8f53676810d2e75c8aa6db3d085d02,5.086736443044284,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x258def4164553240c630f920e4f11f2785ab16ea,0xde62b07d206ba368c182583352e6006afca19c59,5.04552719,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x5c59e8857655af810ff5b346af669e9fff8a2684,0x364ff8883da80fe79996a35e48f1f7cc3f6055ea,5.009599899999974,ETH,Wallet,"",Smart Contract,"",0x0000000000000000000000000000000000000000,"",0
3,0x7f3581f5a8743fd9079fad7193f42908c4aa8071,0xd840a4501df78d56ae18700dbed0c84be7def4da,5.0,ETH,Wallet,"",Smart Contract,"",0x0000000000000000000000000000000000000000,"",0
3,0x8861de275184eb85008e0ee9504497bef2091694,0xcb96668d13d2a4c32ec836307e89e6b6d5824659,5.0,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x7a5ad56559ccdb3f57e1a9bd3be011b8a768db13,0xea9384e7c1ef7d99ce3083f4b6103251bac471f6,5.0,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x22d385b3ff9262c571a4831b7dbec648813671c7,0xaf4a1aac5bd843120fbdeff492f0036100b08f31,5.0,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x8f4b25c095dbf36d3a3bbd1a8768009ce744101b,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,5.0,ETH,Wallet,"",Wallet,"Exchange, Binance, Binance_1, Exchange Wallet, Binance 1",0x0000000000000000000000000000000000000000,"",0
3,0x5d5f428a6e558544422118cb56c93a0177a0daa4,0xac23494e0835f9d889ffb2653e30c018d2355375,5.0,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x4a6527bdc803c41d9bbffbbc4b713ac698c5c791,0x50546aec224ae02f401626bfad887f3d974f2778,4.95224,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0xf015915187d9840579916066024983e8ca8b09fc,0x91c62d0a5cb7f2bf08dafdc4fdad9a4e2c5f1d5f,4.9467,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0xea8cef898ede4e19b7721cdd6c554bcaa7939408,0x91c62d0a5cb7f2bf08dafdc4fdad9a4e2c5f1d5f,4.9466076,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x87243072d36514f7580543496d4a59d74bb29534,0x8684d07e2a3752502993f92a4184d251650b69ab,4.94080004,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x7ae253dddca2f7087372651daef6087569186341,0xf0e52455ea33858c72b5ad222dc6e2eae6745d51,4.9094745,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x81446f768e93728d7b0ee3f6f02bbd182220d654,0x7ed1e469fcb3ee19c0366d829e291451be638e59,4.902283029999987,ETH,Wallet,"",Wallet,"Freewallet, Wallet App",0x0000000000000000000000000000000000000000,"",0
3,0xe06593f07157ba5a96dcec941c29f97e52be3cac,0x2ab36f6a7eabfa37b27dacdc2fdf54678bc4d97f,4.887488149999976,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x2c9615890fab61bc894f84466ef110dc1197627b,0xa4c14587ff4cab8abe5b5986bf4522b66c1a4ea0,4.82818158,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0x1a09f89e3df3821b8917d8f99ea6fbeb70c36840,0xefed9e3517923b3d5baef5421a95929950f9e886,4.809705720000002,ETH,Wallet,"",Smart Contract,"",0x0000000000000000000000000000000000000000,"",0
3,0x3a07720fd6caea853439ec9eef1531851e7a5af2,0x49b92d3e67c70c192041bd3ad9d553b79b083a29,4.77601175,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
3,0xb2c441cae32710b1609ee306fa7c8f531094f004,0x9612698b983dac88950809e615529bfee334c6f3,4.77600293,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
