depth,sender,receiver,amount,symbol,sender_type,sender_annotation,receiver_type,receiver_annotation,token,token_type,token_id
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x51f6ee1042ffd4db7faa710b0bc71f9472ae0822,73.43892475999998,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x3bf5b56e614770590d22b85a240d740075cb6cdb,73.43882972,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x3a07720fd6caea853439ec9eef1531851e7a5af2,72.91501624999998,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0xdb1380d274fea129f0409e3241ef0ad5c65bf89d,65.23523129999995,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0x2271c09ef4b0403be5fb0af590e1ad8a12ce4afd,0x2fad53207fd270e43f51effb7d33a9ee6529c528,63.60369568999999,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0x2271c09ef4b0403be5fb0af590e1ad8a12ce4afd,0xb978a402f3dc1cd4376b77260bfb8400d8997ed6,62.933965439999966,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0xfb2b9996339d473246a6fd5111bbd29dd10b2805,62.10730039000005,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x3acac6b6611fde686793588f9229b903f670dd88,61.42009204999984,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0xb167409a80f5ca0cbe1ba954acd0bb275cdd2d10,61.42009204999984,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x4a6527bdc803c41d9bbffbbc4b713ac698c5c791,55.25189362000036,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0x65cad6cf879bb7449bfdd5c5f92f4a2aa92de849,0x8e2d70cf67252de29f1b2400443d0bbaac028ea1,55.15040579999997,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0xcf19a17bd9aa37e1b9c1b6cc2607c4b8f2daa518,54.28670106000001,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0xb03062532bb2797452dc9b27e1a393eca27e1810,53.736067289999944,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0xa2cef191ff14011f59e1b12b4884705448a999f5,53.736067289999944,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x2d9976d0033802a2b83a79188a5b610934162a57,53.73606728999993,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x200d7b46da20703209961f5efa72f2ac2c0c4418,53.736059370000106,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0xea896b394ced1d185837029308328fbb07607bc6,53.73605000999999,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0xf98c08a25b8ab76079bf6e901987f2dbc7feecfc,53.736050009999985,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x8438472d697825447b1a1aec11cf1dfe030bc861,53.73604469999998,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x693071212b16d13c6719dab21b47c235d6c5e6bb,53.736040389999985,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x2dd6c917f63faa09c3060a3e43496bca0ef6f745,53.73603844999994,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0x275afa94974326890da42304cd910fb3437d84be,0xc55d16130e4d0c96138f402176827c655c0175f7,53.70876103,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0x2271c09ef4b0403be5fb0af590e1ad8a12ce4afd,0x7c7b79402821c6e3be7d2d2730d3786096537919,53.19362041,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x7983b4188d592e04bfdd9e6fe53e4862cbbc6f35,52.52347475999998,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0xf015915187d9840579916066024983e8ca8b09fc,52.52347475999998,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x94ac4b56da9dc05dfd8d4309103451ca09fb8525,52.52345216999999,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x4ac82b0b73025b767d7da7c659ffcbb96200f8e8,52.52344786,ETH,Wallet,"",Smart Contract,UserWallet,0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x31216050f244496804018b78c90fb697df18a802,52.01271452,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x3a286a774757a2939a0fe9377224758fa9ee7db5,50.08847934999999,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x87243072d36514f7580543496d4a59d74bb29534,50.066992999999904,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x2c9615890fab61bc894f84466ef110dc1197627b,49.08211967999987,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x5d5f428a6e558544422118cb56c93a0177a0daa4,47.69085874000002,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x9547171d9cb480a8bdc44e6c777e7879545c9904,47.05619020999999,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x22d385b3ff9262c571a4831b7dbec648813671c7,45.31970215999978,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x788cb0dd56df08466840c7158cfaf7421d698f1f,45.18412154,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0xf2cb5598c3ea8990c51dada92dba01fd664ac986,44.86267811999998,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0x2271c09ef4b0403be5fb0af590e1ad8a12ce4afd,0x781c6c7bb7589800344917cb2a1c46e498c774c4,43.52257280999999,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0xfa89ebd5dcf3193caa99fb783d8ea116bca6f850,40.64338863999998,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x2319ad3d59f4664202bb4aaf421ed0c073e09e73,40.12157526000038,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0xb0460eef1de852f6efabd130a36e869d1ff48f73,35.41371476000034,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x944b91b1794d17db4abdae01e11eaf7d0409e9b5,35.413714760000275,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0xaf05498e39a6555c20a961ca0b4996cef57f0380,35.41371475999987,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0xfaf293fdee56f057233753ee130a496d33f523bd,35.41371475999986,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x06f1a8f62db2699b37653d0e8ba8d8dc30054e91,35.41371475999985,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0xd21169cbd7a3f79d76d4a95831023d1238fac86d,34.10697909000023,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x0af3a0f5002ea796876b72e22733d33207efb73c,33.76323503999987,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0xd6ee8b843ae2ad1306f0cbc3335a41c9241587cb,33.763235039999856,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x30a13f7ea254da72c2f511d558ae2817a3c9a5de,32.172211279999985,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xc31228302a1c6f2c6c678aa1dd43037d2c1d47e2,0xad77fcc35b1c43d58dc2795282913c5e7c99511b,31.000189900000002,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x2fedaf57b10d616d5c88959358e6f3905091fa2e,30.935469129999955,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0xa5c35bf24b03a0aaeee397285e28b7dd1b4fb340,30.935469129999955,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0xe31ad54d20aff76d8c447759b3156c67df71847f,30.71423779000025,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x8f2e88505262449de4fd6eafd63ef8b273668f97,29.282703919999918,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x0075dbf76710a59151f255aa42bda7e838d64747,28.972173630000135,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x71c391b4244bb98aff86a2ac29f94e6e1ce6de7c,28.84166835999998,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x9bae24de66a985655dfd7cf4bcc663f678d22de4,28.17520877999977,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x2b12a9860a218ec4e4dca2647619b6052a35aede,27.629039259999995,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x7916383f4cf051a09f35aad03b66f1629aea2b04,26.00637922999999,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x258def4164553240c630f920e4f11f2785ab16ea,26.00637922999989,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0xbe79dd6646d138384ff85d6e683f8cc6b1d98c6b,26.006377290000106,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0xb6a166dd874de4eab09ef0d36e2001b75ed1db48,26.006377290000106,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x4798f61f7ae0979f6f2e59279481447deb3ca3a6,26.006377290000106,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0xe06593f07157ba5a96dcec941c29f97e52be3cac,26.006377290000106,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0xc47196316665909e4524338a3e3f5309884b223f,26.006377290000106,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x9e1c336b4912e6a013cc0978317acd66016602f7,26.006377290000106,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0xd0cfd5621ecf60f38416fa7cddaf74780fa33f77,26.006377290000106,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x2bec3e208252b28e73b9419a7f63782738ab1799,26.006377290000106,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0xea8cef898ede4e19b7721cdd6c554bcaa7939408,26.006377290000106,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0xe220cc6b503be4689dfbd832ecdc6ff18910d502,26.00637729000004,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x529ca0762a59b2f0dee03040a93673aab0245106,26.00637729000004,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0xaf1da8899ab2904aa01f13ed10e81e174b92433f,26.00637729000004,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x258a3002dcb38d1f84b578a4997b6369f5053b1b,26.006377290000007,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x69e126a03663c85730120f9c74d1b59007c3162b,26.006377289999982,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0xc6a42f4a9814b01aab6cdc43bc09c76a12ad7a1c,26.006377289999975,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x3909c803b24f8c5f2d2f25626ba7721e70c01d42,26.006377289999975,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x7bf2bb694ba9a4dd28e3c326de372c8a408f68d1,26.006377289999957,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x4a67a893aba125ef76c40b32fdcbff5b033edac6,26.006377289999957,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x3972898a7dda2cca765086e04ce477f3422e77a7,26.006377289999957,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x7a5ad56559ccdb3f57e1a9bd3be011b8a768db13,26.006377289999957,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x1cced9355ed56cc8e51e49ee9265b973f04ab049,26.006377289999943,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x69a38e048e70082b8258fc9e80257f7ddd5f7975,26.006377289999943,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x1b3b51111b20141ed573958f3bfacf2f31d17537,26.006377289999932,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x40e06329db7b272be5f31f302d3d065563561d5f,26.006377289999918,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0xaf279cb90c52320d1407a6d740a1be31e74e89b8,26.006377289999907,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x0d5126cdd7352b7baac0cca824991de6f258f74c,26.0063772899999,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x2d8424bf6b14d72c6815444a194c4a91c3b1d933,26.0063772899999,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
2,0xb503105062bbe0c81920b0b1ea5ac010d975d0e6,0x7ba62b88e57e083cee86d5e4bc0cb66f2a3e58f7,26.000243840000056,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
